entity_id,period,segment,true_ca,obs_ca,under_decl_ratio,app_R1_TVA,c_true_R1_TVA,sig_raw_R1_TVA,sig_disc_R1_TVA,label_R1_TVA,app_R2_IS,c_true_R2_IS,sig_raw_R2_IS,sig_disc_R2_IS,label_R2_IS,app_R3_IMF,c_true_R3_IMF,sig_raw_R3_IMF,sig_disc_R3_IMF,label_R3_IMF,app_R4_TPU,c_true_R4_TPU,sig_raw_R4_TPU,sig_disc_R4_TPU,label_R4_TPU,app_R5_IRPP,c_true_R5_IRPP,sig_raw_R5_IRPP,sig_disc_R5_IRPP,label_R5_IRPP,app_R6_PAT,c_true_R6_PAT,sig_raw_R6_PAT,sig_disc_R6_PAT,label_R6_PAT,app_R7_DECL,c_true_R7_DECL,sig_raw_R7_DECL,sig_disc_R7_DECL,label_R7_DECL,app_R8_BANK,c_true_R8_BANK,sig_raw_R8_BANK,sig_disc_R8_BANK,label_R8_BANK,label_any_nc,n_applicable
E00020,1,informal,16343788.17036794,11944426.895382691,0.7039839331044346,False,,,,0,False,,,,0,False,,,,0,True,0.3719036070098119,1.0,1.0,1,False,,,,0,False,,,,0,True,0.20534315201844636,0.2549506925581267,0.0,1,True,0.7142860146266133,0.7376902066924322,1.0,0,1,3
E00021,1,medium,91491068.76622194,66539074.426186465,0.7049007558079656,True,0.053772666584435254,,,1,False,,,,0,True,0.9987228634540057,1.0,1.0,0,False,,,,0,True,0.9073382549465986,0.9632428368777446,1.0,0,True,0.40446553312479044,0.4105814513957019,0.0,1,True,0.8487286694387833,0.9807714759238028,1.0,0,True,0.09572055863309774,0.09334659931010623,0.0,1,1,6
E00022,1,large,258207112.68059692,237271476.54507598,0.892226983633982,True,0.5879315706597701,0.518238233535849,1.0,0,True,0.49074729501297726,,,1,True,0.9570923081104163,0.9988354321337413,1.0,0,False,,,,0,True,0.7690693829287859,0.8124472016718831,1.0,0,True,0.2327312842908711,,,1,True,0.5600547955709138,0.6105890034070985,1.0,0,True,0.5599518392238292,0.5500288217681641,1.0,0,1,7
E00023,1,small_formal,70884512.25292169,50445711.46464222,0.691855279490058,False,,,,0,False,,,,0,False,,,,0,True,0.37112766668639496,0.0,0.0,1,True,0.791016347284022,0.7886733655911073,1.0,0,True,0.34226939505385817,,,1,True,0.6202157935503153,0.7225796286394479,1.0,0,True,0.5048114731542209,0.36509853040624224,0.0,0,1,5
E00024,1,large,1193618863.0176516,1100045052.3331978,0.8936452004618651,True,0.42964330197422573,0.5287564204569888,1.0,1,True,0.7654736962777916,,,0,True,0.9942503607661861,0.9929344636813762,1.0,0,False,,,,0,True,0.44571380364294577,0.2633316203551401,0.0,1,True,0.4091195508374076,0.393754190139886,0.0,1,True,0.6123807390774244,0.2665412514599672,0.0,0,True,0.4291196918588795,0.43214201645576056,0.0,1,1,7
E00025,1,informal,9908327.939424172,9210827.945731089,0.9001555553804657,False,,,,0,False,,,,0,False,,,,0,True,0.43862487760216773,1.0,1.0,1,False,,,,0,False,,,,0,True,0.7467425872468088,0.5893527754983766,1.0,0,True,0.6416659798695927,0.7440494216705326,1.0,0,1,3
E00026,1,small_formal,120716331.31371205,79896325.81754407,0.6433694872217289,True,0.3514407342075918,0.5400626788573413,1.0,1,False,,,,0,True,0.9991010981592803,0.9999999999982685,1.0,0,False,,,,0,True,0.6099041235013325,0.7619723317661018,1.0,0,True,0.39162280053394755,0.2774482593365833,0.0,1,True,0.5057428148730254,0.21436062022505492,0.0,0,True,0.38165576516849536,0.3192838039503546,0.0,1,1,6
E00027,1,small_formal,25532429.364224736,22783760.041093707,0.8858002242352491,False,,,,0,False,,,,0,False,,,,0,True,0.20869876702832457,0.0,0.0,1,False,,,,0,False,,,,0,True,0.638965543128198,0.6439513317842782,1.0,0,True,0.15821497614075913,0.1884252824667294,0.0,1,1,3
E00028,1,informal,12221127.081428755,10280092.087536853,0.8250726123200954,False,,,,0,False,,,,0,False,,,,0,True,0.10773478740342902,0.0,0.0,1,False,,,,0,False,,,,0,True,0.42807847774405267,0.5190485655970803,1.0,1,True,0.7011424662490109,,,0,1,3
E00029,1,informal,7056116.901729356,4906255.064179258,0.6604150505159568,False,,,,0,False,,,,0,False,,,,0,True,0.3525500583682234,0.0,0.0,1,False,,,,0,False,,,,0,True,0.9487015088556269,0.9983797014474941,1.0,0,True,0.45802327400735104,0.3467356536071166,0.0,1,1,3
E00030,1,informal,4012924.6468135086,3254137.5898140976,0.8170953784283798,False,,,,0,False,,,,0,False,,,,0,True,0.5463308524922439,0.0,0.0,0,False,,,,0,False,,,,0,True,0.10882950664524467,0.1232090272891833,0.0,1,True,0.4239161247826615,,,1,1,3
E00031,1,small_formal,51640970.27394137,40001684.717230305,0.7961294525687785,False,,,,0,False,,,,0,False,,,,0,True,0.44241246527035283,,,1,True,0.2729934097431292,0.46467610888807537,0.0,1,True,0.13923457072740042,0.10953280241633878,0.0,1,True,0.5734911958623072,0.550888293189925,1.0,0,True,0.3575860556146933,0.12355401170569585,0.0,1,1,5
E00032,1,informal,105787507.0077085,69342754.95677401,0.6495136005985528,True,0.5779214845110622,0.795407845925651,1.0,0,False,,,,0,True,0.6893589204813658,0.6182197345049313,1.0,0,False,,,,0,True,0.2920071321027925,0.23748139895849205,0.0,1,True,0.5010487199059045,0.5305543579403654,1.0,0,True,0.6130455397871086,0.6418550061237998,1.0,0,True,0.820425362521929,0.8072437000207929,1.0,0,1,6
E00033,1,small_formal,82218455.20495087,57836874.831808284,0.6627919822751218,False,,,,0,False,,,,0,False,,,,0,True,0.13216873176693397,,,1,True,0.7278785788957278,,,0,True,0.38903755615049773,,,1,True,0.8998323882683745,0.996141050395231,1.0,0,True,0.511264268898795,0.40535354575859717,0.0,0,1,5
E00034,1,small_formal,48577141.1394302,41097279.83908051,0.8188441053405556,False,,,,0,False,,,,0,False,,,,0,True,0.4011059927063577,1.0,1.0,1,True,0.5510583315206681,0.2848341757965206,0.0,0,True,0.5303801130148204,,,0,True,0.6041869213397951,,,0,True,0.5432495932489922,0.4573677395941652,0.0,0,1,5
E00035,1,informal,7355630.373055792,4613348.198178648,0.6456718158397436,False,,,,0,False,,,,0,False,,,,0,True,0.4660095392597074,0.0,0.0,1,False,,,,0,False,,,,0,True,0.43225619475869037,0.29360117422647497,0.0,1,True,0.3441998016654837,0.3094088812360629,0.0,1,1,3
E00036,1,medium,166796312.477989,59909833.28784328,0.3705427650150266,False,,,,0,False,,,,0,False,,,,0,True,0.5300584286977963,,,0,True,0.732383262073445,,,0,True,0.5031898117150684,0.5388156934246098,1.0,0,True,0.23491946483177384,0.10419443093482907,0.0,1,True,0.5496138989793875,0.41057740401519893,0.0,0,1,5
E00037,1,small_formal,37627102.38873931,25824777.855120026,0.6735734431923412,False,,,,0,False,,,,0,False,,,,0,True,0.2799578317802805,,,1,False,,,,0,False,,,,0,True,0.7583004974108003,,,0,True,0.2591044314580429,0.4258884819848493,0.0,1,1,3
E00038,1,small_formal,33185148.448530354,19811350.379046228,0.5554270885081178,False,,,,0,False,,,,0,False,,,,0,True,0.39850773411860524,0.0,0.0,1,False,,,,0,False,,,,0,True,0.44285748044175177,0.2847580917786224,0.0,1,True,0.3425290133961646,0.07141754594005842,0.0,1,1,3
E00039,1,informal,5507509.496587415,2889106.0408858955,0.5256927768205895,False,,,,0,False,,,,0,False,,,,0,True,0.5756941211528431,0.0,0.0,0,False,,,,0,False,,,,0,True,0.8497595275219201,0.8760078102867112,1.0,0,True,0.7319372985540521,0.9395563343202603,1.0,0,0,3
E00040,1,informal,18509561.82955497,13144409.048506506,0.6855424772256444,False,,,,0,False,,,,0,False,,,,0,True,0.5790102659664567,0.0,0.0,0,False,,,,0,False,,,,0,True,0.6971598651681566,0.864292512788756,1.0,0,True,0.5832123669374156,0.5123973286977559,1.0,0,0,3
E00041,1,large,566877810.509596,372937683.905192,0.613481178265699,True,0.48732762938560026,0.28200385575558995,0.0,1,True,0.6971152744248119,0.8664170174144353,1.0,0,True,0.9024142287188432,0.9654054495574239,1.0,0,False,,,,0,True,0.43731925150713774,0.4787071367192945,0.0,1,True,0.37215919236457495,0.5618131700317512,1.0,1,True,0.7622029136223136,0.7106527676276079,1.0,0,True,0.6081146965931583,0.41889071580393006,0.0,0,1,7
E00042,1,informal,7894698.0164299635,4188070.1378685525,0.5036011410898036,False,,,,0,False,,,,0,False,,,,0,True,0.3886064881325311,0.0,0.0,1,False,,,,0,False,,,,0,True,0.7833841856788342,0.890214157721377,1.0,0,True,0.735310640387596,0.6585173674657208,1.0,0,1,3
E00043,1,informal,17619573.120470203,14214942.607491128,0.7891470091452336,False,,,,0,False,,,,0,False,,,,0,True,0.1378981331254415,0.0,0.0,1,False,,,,0,False,,,,0,True,0.4805541409911773,,,1,True,0.3231934773017281,,,1,1,3
E00044,1,medium,407185244.5454355,178294835.05540073,0.4706083010676466,True,0.61335332724291,0.7257878929997114,1.0,0,True,0.7864910262593737,0.8271060036549337,1.0,0,True,0.5073334538360799,0.5758211234376089,1.0,0,False,,,,0,True,0.36731407500638874,0.1817143400714377,0.0,1,True,0.38553264216480476,,,1,True,0.8403480098053294,,,0,True,0.211018770140066,0.3116649373964214,0.0,1,1,7
E00045,1,informal,5229873.33599519,1342531.1954914508,0.248608151794031,False,,,,0,False,,,,0,False,,,,0,True,0.1779680783805196,0.0,0.0,1,False,,,,0,False,,,,0,True,0.6318816729209037,0.516040726189506,1.0,0,True,0.6890828799716668,0.44321673371211834,0.0,0,1,3
E00046,1,informal,37437043.524107166,33786638.22148251,0.8947339007646631,False,,,,0,False,,,,0,False,,,,0,True,0.22479847193017174,0.0,0.0,1,True,0.5076869783806975,0.6201085929604891,1.0,0,True,0.6935814496183158,0.6959046967185227,1.0,0,True,0.6009233296731015,,,0,True,0.43816464575422315,,,1,1,5
E00047,1,informal,2718280.021321911,1280621.2496237564,0.481244702592855,False,,,,0,False,,,,0,False,,,,0,True,0.6539552536970972,1.0,1.0,0,False,,,,0,False,,,,0,True,0.6801185631254728,,,0,True,0.5599215269214182,0.6484651295610807,1.0,0,0,3
E00048,1,informal,5438160.741483381,3464173.92934615,0.6200111535648912,False,,,,0,False,,,,0,False,,,,0,True,0.7170345310413303,0.0,0.0,0,False,,,,0,False,,,,0,True,0.807074651427319,0.6759757975545334,1.0,0,True,0.3954436032329147,0.4235851369953693,0.0,1,1,3
E00049,1,medium,175319437.1851714,104439397.80892879,0.6104573545827074,True,0.5204879559390375,,,0,True,0.29320472284796883,0.14213978986350978,0.0,1,True,0.3344406355099078,,,1,False,,,,0,True,0.22686322685257365,0.45466307862768673,0.0,1,True,0.6253131294747654,0.4589865282971491,0.0,0,True,0.19103597210119594,0.27274254015313365,0.0,1,True,0.6366155186814862,0.6273472154668672,1.0,0,1,7
E00050,1,medium,219433025.76074374,168609732.26108643,0.709348594897221,True,0.6861430854284245,0.6340050986096395,1.0,0,True,0.30641599317900053,0.0644711637767165,0.0,1,True,0.9095891555475528,0.9065868264309321,1.0,0,False,,,,0,True,0.8117015708748421,0.7421532047473268,1.0,0,True,0.6441681296018438,,,0,True,0.6863863216461423,0.9395805218499947,1.0,0,True,0.8563217606679698,,,0,1,7
E00051,1,informal,6584701.318823942,4329215.184387496,0.6599308429733812,False,,,,0,False,,,,0,False,,,,0,True,0.2155487323382098,0.0,0.0,1,False,,,,0,False,,,,0,True,0.7465781856463829,0.5678534484470215,1.0,0,True,0.7970617598367931,0.8726976657072036,1.0,0,1,3
E00052,1,medium,108318720.27629909,74888434.04718733,0.692939607836932,True,0.5193421858004005,0.18427434196050554,0.0,0,False,,,,0,True,0.49002918292459463,0.31831328559946764,0.0,1,False,,,,0,True,0.6174639649671828,0.7994057039889703,1.0,0,True,0.24216327504775134,,,1,True,0.45492471790872074,0.462953668972994,0.0,1,True,0.0752531102512349,0.0002990895723224071,0.0,1,1,6
E00053,1,informal,11683644.882188104,7881921.656710022,0.6620726277629501,False,,,,0,False,,,,0,False,,,,0,True,0.3630676166470863,0.0,0.0,1,False,,,,0,False,,,,0,True,0.5914478431685292,,,0,True,0.9386749078507529,0.9548387947985453,1.0,0,1,3
E00054,1,small_formal,59662905.374701925,47215392.41930803,0.8139850863461184,False,,,,0,False,,,,0,False,,,,0,True,0.7310226714407762,1.0,1.0,0,True,0.87279371411475,0.8189756890558267,1.0,0,True,0.5058155683315388,0.40777717592050283,0.0,0,True,0.6903250767137937,0.6195811553136064,1.0,0,True,0.8436453337171597,0.9903325833076448,1.0,0,0,5
E00055,1,medium,173418451.7979517,144123180.53435996,0.8542034378776815,True,0.5875074610647498,0.4385783589851382,0.0,0,True,0.3968969114590194,0.24048331693387445,0.0,1,True,0.9812857076266313,0.9999999946296821,1.0,0,False,,,,0,True,0.7344922348730208,0.40680255086383643,0.0,0,True,0.4491440969988725,,,1,True,0.24551900882458408,0.34332361664884026,0.0,1,True,0.48878557088865,0.4461754862493327,0.0,1,1,7
E00056,1,small_formal,79667103.94712585,52011586.70351754,0.6870951847416549,False,,,,0,False,,,,0,False,,,,0,True,0.20764565726866446,0.0,0.0,1,True,0.7693898620284334,0.5303855352910253,1.0,0,True,0.21894255992119072,,,1,True,0.6723886262791224,0.651339139456169,1.0,0,True,0.3734040957045502,0.6007733654082152,1.0,1,1,5
E00057,1,medium,136338277.09964058,97728563.7581128,0.6960658252532784,True,0.37871279853585016,0.24742295661888794,0.0,1,False,,,,0,True,0.9938695113543157,,,0,False,,,,0,True,0.9373112133669486,0.8592053627429499,1.0,0,True,0.15019830470126658,0.2506742513229023,0.0,1,True,0.3238218765807013,0.17716462119584364,0.0,1,True,0.7056935566954927,0.7682341179629762,1.0,0,1,6
E00058,1,small_formal,24725206.77416247,14828774.796743672,0.5775656853060014,False,,,,0,False,,,,0,False,,,,0,True,0.08666132002360882,0.0,0.0,1,False,,,,0,False,,,,0,True,0.7210077098674439,,,0,True,0.343919586983505,0.409980512149477,0.0,1,1,3
E00059,1,informal,26013606.786905713,16347773.457966313,0.6489839003771433,False,,,,0,False,,,,0,False,,,,0,True,0.12356497869404619,0.0,0.0,1,False,,,,0,False,,,,0,True,0.5089042973154492,0.7553716046856456,1.0,0,True,0.7208604103894762,0.8282903227350491,1.0,0,1,3
E00060,1,medium,91333334.86769189,81329303.12941672,0.8391353365881435,True,0.5308553602012692,0.4710818086164217,0.0,0,False,,,,0,True,0.8303747860369871,0.5859565258616258,1.0,0,False,,,,0,True,0.8922492989765549,0.9646987707175857,1.0,0,True,0.28252456063119563,0.24238922900768975,0.0,1,True,0.045697010040928104,0.0009544258675639482,0.0,1,True,0.6848991892607383,,,0,1,6
E00061,1,informal,12441907.17420659,7139295.328765013,0.570818802975895,False,,,,0,False,,,,0,False,,,,0,True,0.830882973365706,1.0,1.0,0,False,,,,0,False,,,,0,True,0.9928398780128656,0.9184496029760446,1.0,0,True,0.6767579468047084,0.5550876505122325,1.0,0,0,3
E00062,1,medium,181374665.68056285,100711034.35153082,0.5631102736583705,True,0.5782625581303116,0.6962186614713245,1.0,0,True,0.6678785859811718,0.7380098625991299,1.0,0,True,0.9899348613988875,0.9999999994721206,1.0,0,False,,,,0,True,0.9159976331324275,0.991079482243619,1.0,0,True,0.0843341680389975,0.04608928973478123,0.0,1,True,0.48018991199079974,0.23979569236248688,0.0,1,True,0.24294694685047186,0.05313981071538698,0.0,1,1,7
E00063,1,small_formal,28187544.387439553,27620737.40670647,0.935204079311007,False,,,,0,False,,,,0,False,,,,0,True,0.31359960173664786,0.0,0.0,1,False,,,,0,False,,,,0,True,0.7615647405968357,0.6883074521627042,1.0,0,True,0.5475023390726351,,,0,1,3
E00064,1,large,230422880.83858725,128924792.78855087,0.5685244994511646,True,0.4685558153852023,0.35337335284490873,0.0,1,True,0.24038552757278225,,,1,True,0.9707784412055637,0.9986021586647281,1.0,0,False,,,,0,True,0.6184337397077314,0.604101047727614,1.0,0,True,0.6286433292014657,0.8173027257255432,1.0,0,True,0.42903710806369477,0.5661394115126778,1.0,1,True,0.40787294279011016,0.41183149558406656,0.0,1,1,7
E00065,1,large,717610045.5843827,549157805.2447952,0.7525203248961012,True,0.3950960527821284,0.23490951160443652,0.0,1,True,0.471075039582436,0.6084431744212023,1.0,1,True,0.7076208004949062,0.8857773727078646,1.0,0,False,,,,0,True,0.5574425532966406,,,0,True,0.3248065443784193,0.5020568668250168,1.0,1,True,0.7236384998627268,,,0,True,0.302169186399659,0.27129831082943495,0.0,1,1,7
E00066,1,small_formal,15152895.396236349,13410842.19245399,0.888815520553305,False,,,,0,False,,,,0,False,,,,0,True,0.035065776262969785,0.0,0.0,1,False,,,,0,False,,,,0,True,0.2542551048086783,0.15747862534409177,0.0,1,True,0.6371190522398225,0.7864967047575286,1.0,0,1,3
E00067,1,medium,144896101.0824332,105999323.39795299,0.7266690529600873,True,0.6120547400619075,0.6547971178205226,1.0,0,True,0.7792186128579428,,,0,True,0.907740433353771,0.9832171503913955,1.0,0,False,,,,0,True,0.2699917681775555,,,1,True,0.33636262080706447,0.495185624544036,0.0,1,True,0.35334321416382225,,,1,True,0.3816696805937709,0.4826864461939262,0.0,1,1,7
E00068,1,informal,18079984.58403389,8694456.29237574,0.4795718235205487,False,,,,0,False,,,,0,False,,,,0,True,0.27187286170551594,0.0,0.0,1,False,,,,0,False,,,,0,True,0.4768077349184458,0.7254965597657216,1.0,1,True,0.7375183885164841,0.7290553358043259,1.0,0,1,3
E00069,1,medium,102653841.51466197,64622963.22208399,0.6329192095457234,True,0.31232257273318953,,,1,False,,,,0,True,0.9958431433470621,,,0,False,,,,0,True,0.7168750810321882,0.7770352696995215,1.0,0,True,0.12723828443958318,0.2781769594511951,0.0,1,True,0.935554382899606,,,0,True,0.5653323058587476,0.6787484262697153,1.0,0,1,6
E00070,1,medium,117484152.43378931,105520416.39764388,0.8458829666640323,True,0.8672053586935259,0.6766228191040837,1.0,0,True,0.4665767534081742,0.3311509927425344,0.0,1,True,0.6370301988953626,0.6387055124485225,1.0,0,False,,,,0,True,0.8418411161633473,,,0,True,0.7996428189548033,0.9651060350405561,1.0,0,True,0.8003115587874965,0.9890916088779197,1.0,0,True,0.7482735277617828,0.7733713258758417,1.0,0,1,7
E00071,1,informal,34729597.90469121,26621561.261469312,0.7548140029947374,False,,,,0,False,,,,0,False,,,,0,True,0.20453864263172436,0.0,0.0,1,False,,,,0,False,,,,0,True,0.19972385721890742,0.3113603275234757,0.0,1,True,0.6909073150645727,,,0,1,3
E00072,1,small_formal,60313974.72804097,41427561.47950633,0.6385773494388559,False,,,,0,False,,,,0,False,,,,0,True,0.36533675238020863,1.0,1.0,1,True,0.718903980920585,0.5818329826967781,1.0,0,True,0.45507656957456616,0.6400642743874171,1.0,1,True,0.27680366690701386,0.17034728040591549,0.0,1,True,0.24294067583491924,0.03971766942796826,0.0,1,1,5
E00073,1,small_formal,59318458.607807964,29442285.064677343,0.4892843448546437,False,,,,0,False,,,,0,False,,,,0,True,0.6462247583875143,,,0,False,,,,0,False,,,,0,True,0.7282445166848175,,,0,True,0.5858129416251618,0.5470431050762777,1.0,0,0,3
E00074,1,informal,5052044.918598113,3623167.648962306,0.7246996166930322,False,,,,0,False,,,,0,False,,,,0,True,0.26153950288092576,0.0,0.0,1,False,,,,0,False,,,,0,True,0.8522294741865886,0.9078132784048173,1.0,0,True,0.7012725219173,0.6570396276234547,1.0,0,1,3
E00075,1,informal,13084117.050504385,7960283.247121817,0.5976674491372416,False,,,,0,False,,,,0,False,,,,0,True,0.2863103303226595,1.0,1.0,1,False,,,,0,False,,,,0,True,0.5979925482417628,,,0,True,0.49940833381486704,,,1,1,3
E00076,1,medium,55691816.86985597,47319671.4470326,0.8214266598693253,False,,,,0,False,,,,0,False,,,,0,True,0.3661853543024217,0.0,0.0,1,True,0.5577216174616169,0.42711957832849934,0.0,0,True,0.5726239925853462,0.43323844492150265,0.0,0,True,0.6238768657476887,0.7017171703172259,1.0,0,True,0.13990252428471822,0.08724459448675041,0.0,1,1,5
E00077,1,informal,3194665.291371536,2201021.7502379743,0.680591784735474,False,,,,0,False,,,,0,False,,,,0,True,0.06416889845877406,,,1,False,,,,0,False,,,,0,True,0.6633211383335242,0.6752053028827893,1.0,0,True,0.04119594821277249,0.015791202355382915,0.0,1,1,3
