enterprise_id,period,sector,region,ca_segment,n_employes,gt_ca_reel,gt_benefice_reel,gt_tva_active,gt_tva_compliance,gt_tva_due,gt_is_active,gt_is_compliance,gt_is_due,gt_tpu_active,gt_tpu_compliance,gt_irpp_susp_active,obs_ca_declare,obs_tva_declaree,obs_tva_assujetti_declare,obs_is_declare,obs_benefice_declare,obs_retard_paiement_jours,obs_has_compte_bancaire,obs_utilise_facturation_electronique,obs_a_ete_audite,obs_n_employes_declare,obs_ratio_sous_declaration,obs_tva_missing,obs_is_missing,obs_benefice_missing,label_tva_non_conforme,label_is_non_conforme,label_any_non_conforme
ENT_00022,2022_2024,industrie,Tsévié,informal,18,29900000,8286532,0,0.8892,0,0,0.7203,0,1,0.5244,0,20408970,0.0,False,0.0,0.0,2,False,False,False,10,0.6826,False,False,False,0,0,0
ENT_00023,2022_2024,services,Atakpamé,reel,17,359326105,199829815,1,0.8623,64678699,1,0.6731,57950646,0,0.509,0,249199226,45390139.0,True,33354448.0,115015339.0,10,False,False,False,11,0.6935,False,False,False,0,0,0
ENT_00024,2022_2024,restauration,Atakpamé,informal,9,5450359,1619762,0,0.507,0,0,0.7417,0,1,0.3875,0,3228057,0.0,False,0.0,0.0,1,True,False,False,7,0.5923,False,False,False,0,0,0
ENT_00025,2022_2024,industrie,Sokodé,informal,36,9260665,2607871,0,0.7986,0,0,0.6036,0,1,0.4423,0,6039109,0.0,False,0.0,0.0,1,False,False,False,30,0.6521,False,False,False,0,0,0
ENT_00026,2022_2024,BTP,Tsévié,reel,12,579859006,170287805,1,0.8142,104374621,1,0.9522,49383463,0,0.4716,0,463849712,86467721.0,True,29626512.0,102160386.0,7,True,True,False,11,0.7999,False,False,False,0,0,0
ENT_00027,2022_2024,BTP,Dapaong,informal,6,19772874,9113368,0,0.9122,0,0,0.6977,0,1,0.4866,0,12840638,,False,0.0,0.0,8,True,False,False,4,0.6494,True,False,False,0,0,0
ENT_00028,2022_2024,industrie,Lomé,reel,13,945791932,246926936,1,0.836,170242548,1,0.6398,71608811,0,0.5299,0,611394189,,True,,0.0,5,True,False,False,11,0.6464,True,True,False,0,0,0
ENT_00029,2022_2024,BTP,Sokodé,informal,8,13705637,3916684,0,0.9495,0,0,0.6088,0,1,0.9393,0,9402661,0.0,False,0.0,0.0,1,True,False,False,6,0.686,False,False,False,0,0,0
ENT_00030,2022_2024,restauration,Atakpamé,reel,1,100000000,9762512,1,0.9611,18000000,1,0.5279,2831128,0,0.7378,0,63549620,11390549.0,True,2552269.0,8800926.0,6,False,True,False,1,0.6355,False,False,False,0,0,0
ENT_00031,2022_2024,services,Lomé,informal,5,3962227,793730,0,0.875,0,0,0.9798,0,1,0.3306,0,2162160,0.0,False,0.0,,9,True,False,False,4,0.5457,False,False,True,0,0,0
ENT_00032,2022_2024,restauration,Tsévié,informal,6,15414654,9539737,0,0.5272,0,0,0.8635,0,1,0.5475,0,11505717,0.0,False,0.0,0.0,13,False,False,True,6,0.7464,False,False,False,0,0,0
ENT_00033,2022_2024,services,Atakpamé,informal,1,6571621,3485052,0,0.9765,0,0,0.8155,0,1,0.225,0,3644267,0.0,False,0.0,0.0,6,False,False,False,1,0.5545,False,False,False,0,0,1
ENT_00034,2022_2024,commerce,Kara,informal,4,29900000,11925284,0,0.2535,0,0,0.3107,0,1,0.5232,0,18721401,0.0,False,0.0,,0,False,True,False,3,0.6261,False,False,True,0,0,0
ENT_00035,2022_2024,transport,Lomé,informal,8,29900000,11683043,0,0.8396,0,0,0.3147,0,1,0.3142,0,17338980,0.0,False,0.0,0.0,22,True,False,False,5,0.5799,False,False,False,0,0,0
ENT_00036,2022_2024,transport,Kpalimé,rsi,9,44270124,8416985,0,0.9303,0,0,0.5477,0,0,0.3396,0,36184664,0.0,False,,0.0,9,False,False,False,8,0.8174,False,True,False,0,0,0
ENT_00037,2022_2024,industrie,Atakpamé,informal,1,5445827,363851,0,0.9725,0,0,0.3201,0,1,0.2019,0,3876208,0.0,False,0.0,0.0,21,False,False,False,1,0.7118,False,False,False,0,0,1
ENT_00038,2022_2024,commerce,Kpalimé,rsi,10,57462199,42257782,0,0.4513,0,0,0.5568,0,0,0.2028,0,38081175,0.0,False,0.0,0.0,19,False,True,False,8,0.6627,False,False,False,0,0,0
ENT_00039,2022_2024,industrie,Dapaong,rsi,1,99900000,23618684,1,0.8836,17982000,0,0.531,0,0,0.0264,0,57885762,0.0,False,0.0,0.0,23,False,False,False,1,0.5794,False,False,False,0,0,0
ENT_00040,2022_2024,commerce,Dapaong,informal,6,5699150,3133573,0,0.3854,0,0,0.6273,0,1,0.5879,0,3752048,0.0,False,0.0,,0,False,False,True,6,0.6584,False,False,True,0,0,0
ENT_00041,2022_2024,industrie,Tsévié,informal,2,3215380,111759,0,0.7812,0,0,0.8534,0,1,0.6139,0,2308911,,False,,0.0,9,True,True,False,1,0.7181,True,True,False,0,0,0
ENT_00042,2022_2024,industrie,Kara,rsi,19,88017514,54015282,1,0.8411,15843153,0,0.6393,0,0,0.6203,0,62560205,11130561.0,True,0.0,0.0,0,True,True,False,11,0.7108,False,False,False,0,0,0
ENT_00043,2022_2024,agriculture,Kpalimé,informal,5,9306580,1531055,0,0.4348,0,0,0.8567,0,1,0.1881,0,7115199,0.0,False,0.0,0.0,11,False,False,False,4,0.7645,False,False,False,0,0,1
ENT_00044,2022_2024,commerce,Tsévié,informal,119,4540413,2150974,0,0.7265,0,0,0.8702,0,1,0.59,0,3994641,0.0,False,0.0,0.0,12,False,False,False,75,0.8798,False,False,False,0,0,0
ENT_00045,2022_2024,agriculture,Dapaong,informal,2,5633649,977728,0,0.366,0,0,0.6902,0,1,0.1728,0,4260663,0.0,False,0.0,0.0,7,False,False,False,1,0.7563,False,False,False,0,0,1
ENT_00046,2022_2024,BTP,Atakpamé,informal,70,21894502,6310691,0,0.5715,0,0,0.735,0,1,0.0813,0,14496707,0.0,False,0.0,0.0,26,False,False,False,59,0.6621,False,False,False,0,0,1
ENT_00047,2022_2024,BTP,Tsévié,informal,37,12112619,3721096,0,0.5134,0,0,0.4038,0,1,0.1262,0,6510223,0.0,False,0.0,,7,True,False,False,20,0.5375,False,False,True,0,0,1
ENT_00048,2022_2024,commerce,Dapaong,informal,5,6382151,1532921,0,0.5181,0,0,0.7613,0,1,0.5473,0,3491123,0.0,False,0.0,0.0,9,True,False,False,4,0.547,False,False,False,0,0,0
ENT_00049,2022_2024,transport,Sokodé,rsi,1,30000000,13136850,0,0.8606,0,0,0.4928,0,0,0.4473,0,17951396,0.0,False,0.0,0.0,2,True,False,True,1,0.5984,False,False,False,0,0,0
ENT_00050,2022_2024,industrie,Dapaong,informal,7,6648588,625444,0,0.8117,0,0,0.814,0,1,0.3949,0,6095242,0.0,False,0.0,,19,False,False,False,5,0.9168,False,False,True,0,0,0
ENT_00051,2022_2024,services,Sokodé,informal,31,5980557,2072481,0,0.9774,0,0,0.18,0,1,0.2152,0,3554153,0.0,False,0.0,,27,False,False,False,25,0.5943,False,False,True,0,0,1
ENT_00052,2022_2024,industrie,Kara,informal,3,13550073,2856819,0,0.7056,0,0,0.7906,0,1,0.6972,0,6612552,0.0,False,0.0,0.0,5,True,True,False,2,0.488,False,False,False,0,0,0
ENT_00053,2022_2024,commerce,Kpalimé,informal,26,15872870,11266039,0,0.5882,0,0,0.8685,0,1,0.0321,0,9156367,,False,0.0,0.0,8,True,True,False,21,0.5769,True,False,False,0,0,1
ENT_00054,2022_2024,agriculture,Kpalimé,informal,3,10383436,262313,0,0.5445,0,0,0.6227,0,1,0.0514,0,4383550,,False,0.0,0.0,62,False,True,False,2,0.4222,True,False,False,0,0,1
ENT_00055,2022_2024,commerce,Kara,informal,23,8340629,2115352,0,0.5373,0,0,0.4254,0,1,0.1251,0,7037312,0.0,False,0.0,0.0,21,True,False,False,18,0.8437,False,False,False,0,0,1
ENT_00056,2022_2024,industrie,Sokodé,informal,27,4709984,1256699,0,0.8334,0,0,0.8585,0,1,0.3352,0,2932386,0.0,False,0.0,,21,False,True,False,31,0.6226,False,False,True,0,0,0
ENT_00057,2022_2024,agriculture,Atakpamé,informal,9,10260986,3150812,0,0.3109,0,0,0.5573,0,1,0.6043,0,8685259,0.0,False,0.0,0.0,2,False,False,True,7,0.8464,False,False,False,0,0,0
ENT_00058,2022_2024,commerce,Sokodé,informal,11,4703431,678672,0,0.6275,0,0,0.8418,0,1,0.7259,0,2735741,,False,0.0,0.0,9,True,True,False,10,0.5816,True,False,False,0,0,0
ENT_00059,2022_2024,commerce,Sokodé,reel,1,418583752,34334726,1,0.6764,75345075,1,0.7131,9957071,0,0.2171,0,211708796,37090087.0,True,,21049251.0,0,True,False,False,1,0.5058,False,True,False,0,0,0
ENT_00060,2022_2024,BTP,Atakpamé,informal,19,26068673,6261813,0,0.7623,0,0,0.8183,0,1,0.5495,0,21614143,0.0,False,0.0,,7,True,True,False,13,0.8291,False,False,True,0,0,0
ENT_00061,2022_2024,restauration,Kara,informal,1,15778741,5329897,0,0.503,0,0,0.2759,0,1,0.1906,0,9772158,0.0,False,0.0,0.0,18,False,False,False,1,0.6193,False,False,False,0,0,1
ENT_00062,2022_2024,restauration,Tsévié,rsi,17,86191455,17396341,1,0.9258,15514462,0,0.5627,0,0,0.5643,0,76154724,13592403.0,True,0.0,0.0,3,True,True,False,17,0.8836,False,False,False,0,0,0
ENT_00063,2022_2024,services,Kara,informal,3,3445419,1407006,0,0.9048,0,0,0.3959,0,1,0.2226,0,1735574,0.0,False,0.0,,9,True,False,False,2,0.5037,False,False,True,0,0,1
ENT_00064,2022_2024,services,Tsévié,informal,24,15894107,4895047,0,0.6071,0,0,0.7986,0,1,0.6113,0,11435739,,False,0.0,0.0,4,False,False,False,24,0.7195,True,False,False,0,0,0
ENT_00065,2022_2024,restauration,Lomé,informal,8,23452866,8568320,0,0.5627,0,0,0.5787,0,1,0.7239,0,15721795,,False,0.0,0.0,15,False,True,False,5,0.6704,True,False,False,0,0,0
ENT_00066,2022_2024,restauration,Sokodé,reel,8,415700550,91314527,1,0.9057,74826099,1,0.4077,26481213,0,0.2052,0,240693307,45239855.0,True,0.0,0.0,0,True,False,False,5,0.579,False,False,False,0,1,1
ENT_00067,2022_2024,commerce,Tsévié,rsi,66,53119771,12243614,0,0.3935,0,0,0.2478,0,0,0.1404,0,25017454,0.0,False,0.0,0.0,0,True,False,False,49,0.471,False,False,False,0,0,0
ENT_00068,2022_2024,BTP,Sokodé,rsi,10,41825691,6416721,0,0.8274,0,0,0.4796,0,0,0.4364,0,19540006,0.0,False,0.0,0.0,6,False,False,False,5,0.4672,False,False,False,0,0,0
ENT_00069,2022_2024,services,Dapaong,reel,5,371783873,41445196,1,0.9036,66921097,1,0.5529,12019107,0,0.9134,0,239695394,42834822.0,True,3822646.0,13181538.0,1,False,True,False,3,0.6447,False,False,False,0,0,0
ENT_00070,2022_2024,commerce,Tsévié,informal,50,13168741,3001340,0,0.5609,0,0,0.6753,0,1,0.4485,0,7974017,0.0,False,0.0,0.0,3,False,True,False,32,0.6055,False,False,False,0,0,0
ENT_00071,2022_2024,services,Sokodé,informal,26,5162852,731557,0,0.8081,0,0,0.8223,0,1,0.1324,0,4938153,0.0,False,0.0,0.0,17,False,False,False,25,0.9565,False,False,False,0,0,1
ENT_00072,2022_2024,restauration,Sokodé,rsi,21,51512657,8457337,0,0.3509,0,0,0.6889,0,0,0.2116,0,41670157,0.0,False,,0.0,12,False,False,True,23,0.8089,False,True,False,0,0,0
ENT_00073,2022_2024,BTP,Atakpamé,informal,6,6414451,1640455,0,0.9876,0,0,0.7376,0,1,0.5045,0,3914764,,False,0.0,0.0,24,True,False,False,4,0.6103,True,False,False,0,0,0
ENT_00074,2022_2024,transport,Sokodé,informal,80,8970971,4045147,0,0.9789,0,0,0.7703,0,1,0.1453,0,7516676,0.0,False,,0.0,17,False,False,False,81,0.8379,False,True,False,0,0,1
ENT_00075,2022_2024,transport,Lomé,informal,5,7572695,1395125,0,0.9652,0,0,0.427,0,1,0.2158,0,5427137,0.0,False,0.0,0.0,3,True,True,False,4,0.7167,False,False,False,0,0,1
ENT_00076,2022_2024,agriculture,Dapaong,informal,34,17515540,5910664,0,0.5053,0,0,0.3652,0,1,0.4708,0,10266581,0.0,False,0.0,0.0,12,True,True,False,38,0.5861,False,False,False,0,0,0
ENT_00077,2022_2024,services,Kpalimé,informal,11,10200266,1720205,0,0.9487,0,0,0.6056,0,1,0.4215,0,7161181,,False,0.0,0.0,9,True,True,False,10,0.7021,True,False,False,0,0,0
ENT_00078,2022_2024,services,Lomé,rsi,8,30000000,13854908,0,0.8487,0,0,0.4209,0,0,0.2424,0,16730673,0.0,False,0.0,0.0,4,False,True,False,6,0.5577,False,False,False,0,0,0
ENT_00079,2022_2024,restauration,Kara,informal,21,9200567,1192612,0,0.7931,0,0,0.8417,0,1,0.4157,0,5839879,0.0,False,,0.0,2,False,False,False,21,0.6347,False,True,False,0,0,0
ENT_00080,2022_2024,restauration,Kpalimé,informal,6,20826075,3740663,0,0.3313,0,0,0.7281,0,1,0.6171,0,16361018,0.0,False,,0.0,4,True,True,False,6,0.7856,False,True,False,0,0,0
ENT_00081,2022_2024,industrie,Sokodé,informal,27,8982906,1170828,0,0.8568,0,0,0.809,0,1,0.3239,0,7786848,0.0,False,0.0,0.0,30,False,False,False,24,0.8669,False,False,False,0,0,0
ENT_00082,2022_2024,services,Sokodé,informal,11,5806936,4571351,0,0.8692,0,0,0.8048,0,1,0.0674,0,5336032,0.0,False,0.0,0.0,1,True,False,True,8,0.9189,False,False,False,0,0,1
ENT_00083,2022_2024,industrie,Dapaong,rsi,41,34298288,13370739,0,0.8087,0,0,0.5704,0,0,0.1482,0,23703954,0.0,False,0.0,0.0,10,False,True,False,29,0.6911,False,False,False,0,0,0
ENT_00084,2022_2024,restauration,Tsévié,informal,6,3617036,1079350,0,0.7702,0,0,0.5062,0,1,0.4499,0,2889902,0.0,False,0.0,,2,False,False,False,5,0.799,False,False,True,0,0,0
ENT_00085,2022_2024,industrie,Lomé,informal,9,9731175,1446277,0,0.99,0,0,0.4886,0,1,0.7779,0,6684766,0.0,False,0.0,0.0,2,True,True,True,8,0.6869,False,False,False,0,0,0
ENT_00086,2022_2024,commerce,Sokodé,reel,6,453297778,207630674,1,0.7809,81593600,1,0.4484,60212895,0,0.3109,0,310449255,55467084.0,True,29155599.0,100536550.0,1,True,False,True,6,0.6849,False,False,False,0,1,1
ENT_00087,2022_2024,services,Atakpamé,informal,32,11323711,3837028,0,0.4288,0,0,0.5374,0,1,0.3611,0,9836975,,False,0.0,0.0,0,False,False,False,25,0.8687,True,False,False,0,0,0
ENT_00088,2022_2024,restauration,Kpalimé,rsi,6,53406995,20474353,0,0.3854,0,0,0.4738,0,0,0.6082,0,43495324,0.0,False,0.0,0.0,29,True,False,False,5,0.8144,False,False,False,0,0,0
ENT_00089,2022_2024,industrie,Sokodé,informal,19,10056115,3496182,0,0.9506,0,0,0.6154,0,1,0.2628,0,7003797,,False,0.0,0.0,1,False,False,False,13,0.6965,True,False,False,0,0,1
ENT_00090,2022_2024,services,Dapaong,informal,144,10738759,1698759,0,0.99,0,0,0.9188,0,1,0.1862,0,7482709,0.0,False,0.0,0.0,3,False,False,False,127,0.6968,False,False,False,0,0,1
ENT_00091,2022_2024,commerce,Atakpamé,informal,2,8504304,2032692,0,0.4652,0,0,0.8136,0,1,0.3706,0,6963603,0.0,False,,0.0,3,False,False,False,1,0.8188,False,True,False,0,0,0
ENT_00092,2022_2024,services,Tsévié,reel,18,635111651,183812480,1,0.9395,114320097,1,0.3988,53305619,0,0.4023,0,269489052,49746237.0,True,45682428.0,157525615.0,0,True,True,False,13,0.4243,False,False,False,0,1,1
ENT_00093,2022_2024,restauration,Tsévié,rsi,17,32211248,11387456,0,0.6475,0,0,0.7356,0,0,0.4339,0,19458422,0.0,False,0.0,,11,True,True,True,9,0.6041,False,False,True,0,0,0
ENT_00094,2022_2024,agriculture,Dapaong,informal,11,8303746,3440881,0,0.2195,0,0,0.7977,0,1,0.0193,0,6929741,0.0,False,0.0,0.0,129,False,False,False,10,0.8345,False,False,False,0,0,1
ENT_00095,2022_2024,restauration,Atakpamé,informal,7,29900000,4108851,0,0.5013,0,0,0.5992,0,1,0.51,0,24342004,0.0,False,0.0,,37,False,False,False,6,0.8141,False,False,True,0,0,0
ENT_00096,2022_2024,agriculture,Tsévié,rsi,11,40102182,10090207,0,0.3099,0,0,0.7721,0,0,0.0815,0,27186060,0.0,False,0.0,0.0,4,False,True,False,9,0.6779,False,False,False,0,0,0
ENT_00097,2022_2024,commerce,Kara,rsi,5,47342819,15289264,0,0.3848,0,0,0.4728,0,0,0.5021,0,30230071,0.0,False,0.0,0.0,1,True,False,False,5,0.6385,False,False,False,0,0,0
ENT_00098,2022_2024,services,Atakpamé,rsi,3,46133888,3338759,0,0.8315,0,0,0.602,0,0,0.2421,0,27828156,0.0,False,,0.0,10,False,False,False,2,0.6032,False,True,False,0,0,0
ENT_00099,2022_2024,agriculture,Dapaong,informal,11,8078269,999292,0,0.2474,0,0,0.6873,0,1,0.1002,0,5831377,0.0,False,,,0,False,False,False,9,0.7219,False,True,True,0,0,1
ENT_00100,2022_2024,restauration,Kara,informal,3,5948718,512297,0,0.5115,0,0,0.9189,0,1,0.3957,0,4258788,,False,0.0,0.0,36,True,True,False,2,0.7159,True,False,False,0,0,0
ENT_00101,2022_2024,commerce,Kpalimé,informal,25,6016372,1844878,0,0.6879,0,0,0.7709,0,1,0.01,0,3647467,0.0,False,0.0,0.0,14,True,False,True,17,0.6063,False,False,False,0,0,1
ENT_00102,2022_2024,industrie,Tsévié,informal,18,3696371,487881,0,0.8343,0,0,0.8371,0,1,0.6474,0,2440911,0.0,False,0.0,0.0,4,False,False,False,13,0.6604,False,False,False,0,0,0
ENT_00103,2022_2024,commerce,Dapaong,reel,3,247696851,57308929,1,0.9431,44585433,1,0.5867,16619589,0,0.2227,0,186810025,32941061.0,True,10816957.0,37299851.0,11,False,True,False,2,0.7542,False,False,False,0,0,0
ENT_00104,2022_2024,commerce,Dapaong,reel,16,232609371,54563884,1,0.6947,41869687,1,0.5949,15823526,0,0.1515,0,115915790,0.0,False,0.0,0.0,9,True,False,False,13,0.4983,False,False,False,0,0,0
ENT_00105,2022_2024,commerce,Tsévié,rsi,10,51481679,9149341,0,0.5134,0,0,0.6943,0,0,0.1156,0,34894684,0.0,False,0.0,0.0,8,False,True,False,7,0.6778,False,False,False,0,0,0
ENT_00106,2022_2024,transport,Lomé,reel,30,681798534,320124849,1,0.7638,122723736,1,0.6613,92836206,0,0.8626,0,498356694,88065963.0,True,83082049.0,286489824.0,0,True,True,False,28,0.7309,False,False,False,0,0,0
ENT_00107,2022_2024,BTP,Sokodé,informal,4,20279889,6353593,0,0.6052,0,0,0.5563,0,1,0.0218,0,6809980,,False,0.0,0.0,16,True,False,False,4,0.3358,True,False,False,0,0,1
ENT_00108,2022_2024,industrie,Dapaong,informal,10,3899137,1354481,0,0.9543,0,0,0.5439,0,1,0.7111,0,1711735,0.0,False,0.0,0.0,1,True,False,False,8,0.439,False,False,False,0,0,0
ENT_00109,2022_2024,services,Kara,rsi,12,30000000,6835919,0,0.8263,0,0,0.6441,0,0,0.2769,0,17439842,0.0,False,,,4,True,False,True,12,0.5813,False,True,True,0,0,0
ENT_00110,2022_2024,industrie,Kpalimé,informal,4,9463763,4379297,0,0.9399,0,0,0.5535,0,1,0.6207,0,6965474,,False,0.0,0.0,3,True,False,False,2,0.736,True,False,False,0,0,0
ENT_00111,2022_2024,industrie,Kara,reel,1,553759041,178746953,1,0.9325,99676627,1,0.7281,51836616,0,0.1645,0,427542956,,True,,40108887.0,12,True,True,False,1,0.7721,True,True,False,0,0,0
ENT_00112,2022_2024,commerce,Sokodé,informal,2,6842331,1227576,0,0.4423,0,0,0.6555,0,1,0.1921,0,5818063,0.0,False,,0.0,58,False,False,False,1,0.8503,False,True,False,0,0,1
ENT_00113,2022_2024,agriculture,Sokodé,informal,18,5912664,2627489,0,0.2331,0,0,0.5245,0,1,0.01,0,3104638,,False,0.0,0.0,7,False,False,False,10,0.5251,True,False,False,0,0,1
ENT_00114,2022_2024,commerce,Lomé,informal,3,5240252,556573,0,0.3276,0,0,0.7559,0,1,0.2015,0,3114477,0.0,False,0.0,0.0,18,False,False,False,2,0.5943,False,False,False,0,0,1
ENT_00115,2022_2024,BTP,Kpalimé,informal,33,3138749,1021993,0,0.749,0,0,0.6474,0,1,0.5026,0,2519318,0.0,False,0.0,0.0,0,False,False,True,24,0.8027,False,False,False,0,0,0
ENT_00116,2022_2024,agriculture,Tsévié,informal,35,29900000,6051987,0,0.35,0,0,0.624,0,1,0.1721,0,17692478,0.0,False,0.0,0.0,17,False,False,False,33,0.5917,False,False,False,0,0,1
ENT_00117,2022_2024,services,Sokodé,rsi,4,38110894,14259746,0,0.9282,0,0,0.5471,0,0,0.161,0,30123497,0.0,False,0.0,0.0,2,False,False,False,3,0.7904,False,False,False,0,0,0
ENT_00118,2022_2024,restauration,Kpalimé,informal,5,1517074,838141,0,0.683,0,0,0.656,0,1,0.6975,0,1058314,0.0,False,0.0,0.0,12,True,True,False,4,0.6976,False,False,False,0,0,0
ENT_00119,2022_2024,restauration,Lomé,informal,7,8133029,1724287,0,0.4894,0,0,0.4324,0,1,0.5923,0,4737028,0.0,False,0.0,,5,False,True,False,4,0.5824,False,False,True,0,0,0
ENT_00120,2022_2024,industrie,Atakpamé,informal,31,10483507,3687196,0,0.9084,0,0,0.7759,0,1,0.4053,0,8925653,,False,0.0,,44,True,True,False,26,0.8514,True,False,True,0,0,0
ENT_00121,2022_2024,services,Kara,informal,31,14871767,1761971,0,0.5813,0,0,0.6389,0,1,0.3821,0,9699288,0.0,False,,0.0,52,False,False,False,28,0.6522,False,True,False,0,0,0
ENT_00122,2022_2024,BTP,Kara,informal,24,17419288,3032275,0,0.7797,0,0,0.8473,0,1,0.01,0,13627194,0.0,False,,,21,True,False,False,12,0.7823,False,True,True,0,0,1
ENT_00123,2022_2024,transport,Dapaong,reel,11,575010682,153003548,1,0.9713,103501923,1,0.6838,44371029,0,0.1804,0,325040348,61317147.0,True,7541091.0,26003762.0,1,True,True,False,10,0.5653,False,False,False,0,0,0
ENT_00124,2022_2024,BTP,Kpalimé,reel,1,227028371,94103688,1,0.99,40865107,1,0.5775,27290070,0,0.2578,0,190343567,34194206.0,True,0.0,0.0,12,False,True,False,1,0.8384,False,False,False,0,0,0
